Stn Id,Stn Name,CIMIS Region,Month Year,Total ETo (in),qc,Total Precip (in),qc,Avg Sol Rad (Ly/day),qc,Avg Vap Pres (mBars),qc,Avg Max Air Temp (F),qc,Avg Min Air Temp (F),qc,Avg Air Temp (F),qc,Avg Max Rel Hum (%),qc,Avg Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Avg Dew Point (F),qc,Avg Wind Speed (mph),qc,Avg Soil Temp (F),qc
179,Winchester,South Coast Valleys,Jun 2022,8.66,K,0.00, ,737,K,14.1, ,89.1, ,56.4, ,71.7, ,82, ,30, ,54, ,53.4, ,6.1,K,63.7, 
179,Winchester,South Coast Valleys,Jul 2022,8.56, ,0.00, ,702,K,16.3, ,90.6, ,60.4, ,73.8, ,85, ,34, ,58, ,57.6, ,5.8, ,65.8,K
179,Winchester,South Coast Valleys,Aug 2022,8.43, ,0.03, ,643,K,16.6, ,94.4, ,64.0, ,77.9, ,77, ,32, ,52, ,58.1, ,5.6, ,66.0,K
179,Winchester,South Coast Valleys,Sep 2022,6.02, ,0.65, ,503,K,17.6,K,91.5, ,63.2,K,75.7, ,83, ,35, ,59,K,59.4,K,5.2,K,65.9, 
179,Winchester,South Coast Valleys,Oct 2022,4.24,K,0.23, ,413,K,14.3,K,81.1, ,53.2,K,65.4, ,91, ,38, ,66,K,53.1,K,4.7,K,62.4, 
179,Winchester,South Coast Valleys,Nov 2022,2.82,K,1.35, ,331,K,7.3, ,68.6, ,37.3, ,51.9, ,85, ,29, ,55, ,35.1, ,4.7,K,49.6,K
179,Winchester,South Coast Valleys,Dec 2022,1.74,K,1.50, ,241, ,8.6,K,63.3,K,37.2,K,49.0, ,93, ,45, ,72,K,39.9,K,3.2,K,45.4, 
181,Westmorland North,Imperial/Coachella Valley,Jan 2022,2.16,K,0.00, ,276, ,8.0, ,70.7, ,38.4, ,52.8, ,82, ,33, ,58, ,38.4, ,1.8, ,54.9, 
181,Westmorland North,Imperial/Coachella Valley,Feb 2022,3.29,K,0.00, ,398, ,6.8,K,74.1, ,39.1, ,55.7, ,73, ,23, ,44,K,34.1,K,2.4, ,55.9, 
181,Westmorland North,Imperial/Coachella Valley,Mar 2022,5.09,K,0.00, ,479, ,9.4, ,80.7, ,46.3, ,63.6, ,77, ,25, ,46, ,42.2, ,2.8, ,62.4, 
181,Westmorland North,Imperial/Coachella Valley,Apr 2022,6.65,K,0.00, ,619, ,10.4,K,87.0, ,53.4, ,71.0, ,71, ,22, ,40,K,45.1,K,3.1, ,70.6, 
181,Westmorland North,Imperial/Coachella Valley,May 2022,7.84,K,0.00, ,667, ,12.4, ,93.4, ,57.8,K,76.5, ,71, ,22, ,40, ,49.7, ,3.0, ,76.0, 
181,Westmorland North,Imperial/Coachella Valley,Jun 2022,8.30,K,0.02, ,700,K,16.0,K,102.9, ,69.1,K,87.2,K,64, ,20, ,36,K,56.2,K,2.8, ,83.7,L
181,Westmorland North,Imperial/Coachella Valley,Jul 2022,7.97, ,0.01, ,630, ,20.7, ,104.2, ,76.8, ,90.6, ,65, ,26, ,42, ,63.5, ,2.5,K,88.8, 
181,Westmorland North,Imperial/Coachella Valley,Aug 2022,7.27, ,0.00, ,559, ,24.5, ,105.2, ,80.4, ,92.6, ,70, ,32, ,47, ,69.1, ,2.6, ,92.1,K
181,Westmorland North,Imperial/Coachella Valley,Sep 2022,5.74,K,0.69, ,477, ,20.2,K,101.7,K,74.5,K,87.9,K,72,K,26,K,45,K,62.7,K,2.2, ,89.5,K
181,Westmorland North,Imperial/Coachella Valley,Oct 2022,4.45, ,0.24, ,421, ,15.0,K,91.9, ,62.8,K,76.3, ,76, ,22, ,46,K,53.4,K,2.0, ,80.5,K
181,Westmorland North,Imperial/Coachella Valley,Nov 2022,3.07, ,0.02, ,338,K,7.2,K,74.8, ,43.9,K,58.9, ,71, ,19, ,42,K,35.2,K,2.5, ,63.4, 
181,Westmorland North,Imperial/Coachella Valley,Dec 2022,1.91,K,0.01, ,261, ,9.0,K,68.7,K,40.6,K,52.8, ,88, ,37, ,64,L,40.7,L,1.8, ,55.8, 
182,Delano,San Joaquin Valley,Jan 2022,1.61, ,0.04, ,233, ,8.8, ,60.2, ,35.7, ,46.2, ,97, ,58, ,83, ,41.1, ,2.3, ,44.7,K
182,Delano,San Joaquin Valley,Feb 2022,2.73, ,0.09, ,379,K,7.4, ,66.6,K,34.7, ,49.3,K,91, ,33, ,61,K,36.4,K,2.9, ,46.5,K
182,Delano,San Joaquin Valley,Mar 2022,4.25, ,1.71, ,479,K,9.7,K,72.0, ,44.0, ,57.3,K,88, ,37, ,61,K,43.3,K,3.2, ,54.8,K
182,Delano,San Joaquin Valley,Apr 2022,5.83, ,0.22, ,621,K,9.8,K,75.8,K,46.8,K,61.3,K,82, ,31, ,53,K,43.6,K,3.4,K,62.7,L
182,Delano,San Joaquin Valley,May 2022,7.63, ,0.00, ,714,K,10.5, ,82.9,K,51.8,K,68.0,K,72, ,26, ,45,K,45.4,K,3.7,K,69.5,L
182,Delano,San Joaquin Valley,Jun 2022,8.09, ,0.15, ,733,K,13.6,K,92.6,K,60.3, ,77.2,K,70, ,24, ,42,K,52.3,K,3.3, ,79.6,L
182,Delano,San Joaquin Valley,Jul 2022,8.52, ,0.00, ,700,K,14.7, ,97.9,K,66.1,K,82.2, ,66, ,23, ,39, ,54.6, ,3.2, ,85.5,K
182,Delano,San Joaquin Valley,Aug 2022,7.97, ,0.00,K,632,K,15.6,K,99.4, ,67.7,K,83.0,K,67,K,23,K,41,K,56.3,K,3.3,K,85.4,K
182,Delano,San Joaquin Valley,Sep 2022,5.99,K,0.01, ,510, ,14.9,K,94.4,K,64.0,K,78.4,K,73, ,26, ,46,K,55.1,K,3.2,K,83.6,K
182,Delano,San Joaquin Valley,Oct 2022,4.16, ,0.00, ,412,K,12.4, ,84.0, ,52.1, ,66.8,K,81, ,31, ,54,K,49.6,K,2.5, ,74.2,K
182,Delano,San Joaquin Valley,Nov 2022,2.09, ,0.44, ,284,K,8.0, ,64.5, ,34.9, ,47.9, ,93, ,42, ,70, ,38.6, ,2.6,K,54.2, 
182,Delano,San Joaquin Valley,Dec 2022,0.79,K,2.27,K,136, ,9.1,K,53.1,K,38.1,K,45.0,K,97, ,73, ,88,L,41.2,L,2.7,K,48.2,K
183,Owens Lake North,Bishop,Jan 2022,,N,0.00, ,285,K,4.5, ,53.3, ,26.6, ,37.8, ,80, ,33, ,58, ,24.0, ,5.2,K,41.4, 
183,Owens Lake North,Bishop,Feb 2022,,N,0.00, ,367,K,4.0,K,59.5,K,30.6,K,43.7,K,64, ,21, ,41,K,21.1,K,8.2,K,43.8, 
183,Owens Lake North,Bishop,Mar 2022,,N,0.00, ,456, ,4.9, ,67.7, ,39.6, ,53.0, ,59, ,18, ,35, ,25.8, ,9.9,K,50.7, 
183,Owens Lake North,Bishop,Apr 2022,,N,0.02,K,604,K,4.9, ,75.8, ,44.7, ,60.4, ,54, ,13, ,27, ,26.2, ,9.0,K,59.2, 
183,Owens Lake North,Bishop,May 2022,,N,0.00, ,695,K,5.2,K,82.2,K,51.6,K,67.4,K,44, ,12, ,23,K,27.6,K,9.2, ,66.5,K
183,Owens Lake North,Bishop,Jun 2022,,N,0.00, ,682, ,7.2,K,91.4,K,60.2,K,77.0,K,46,K,11,K,23,K,35.3,K,8.3,K,75.2, 
183,Owens Lake North,Bishop,Jul 2022,,N,0.46, ,685, ,8.8,K,98.9, ,67.1,L,84.0,K,45,K,12,K,22,K,40.2,K,7.9,K,82.1, 
183,Owens Lake North,Bishop,Aug 2022,,N,0.70,K,621,K,10.0,K,97.9,L,69.1,L,84.8,L,51,K,16,K,25,L,43.4,L,7.1,K,85.3,L
183,Owens Lake North,Bishop,Sep 2022,,N,0.25, ,548,K,9.7,K,91.5,K,62.1,K,76.3,L,57, ,17, ,27,L,40.2,L,3.4,K,81.4, 
183,Owens Lake North,Bishop,Oct 2022,,N,0.00, ,458,K,7.0, ,79.5, ,48.3, ,63.0, ,64, ,15, ,35, ,34.8, ,5.0, ,69.8, 
183,Owens Lake North,Bishop,Nov 2022,,N,0.01, ,318,K,4.7, ,57.9,K,31.9, ,43.6, ,72, ,26, ,48, ,25.1, ,7.6,K,49.3, 
183,Owens Lake North,Bishop,Dec 2022,,N,0.20, ,245, ,5.7,K,52.6, ,30.1,K,40.3,K,84,K,43,K,66,K,29.9,K,5.6, ,43.7, 
184,San Diego II,South Coast Valleys,Jan 2022,2.27,K,0.06,L,279,L,10.1,L,64.9,L,44.6,L,53.9,L,92,L,48,L,71,L,44.5,L,2.6,L,56.2,L
184,San Diego II,South Coast Valleys,Feb 2022,2.63,K,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M
184,San Diego II,South Coast Valleys,Mar 2022,3.76,K,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M
184,San Diego II,South Coast Valleys,Apr 2022,4.51,K,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M
184,San Diego II,South Coast Valleys,May 2022,4.84,K,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M
184,San Diego II,South Coast Valleys,Jun 2022,4.97,K,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M
184,San Diego II,South Coast Valleys,Jul 2022,5.58,K,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M
184,San Diego II,South Coast Valleys,Aug 2022,5.35,K,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M
184,San Diego II,South Coast Valleys,Sep 2022,4.49,K,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M
184,San Diego II,South Coast Valleys,Oct 2022,3.44,K,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M
184,San Diego II,South Coast Valleys,Nov 2022,2.50,K,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M
184,San Diego II,South Coast Valleys,Dec 2022,1.95,K,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M
187,Black Point,North Coast Valleys,Jan 2022,1.71, ,1.31,K,226, ,9.1, ,60.1,K,35.4, ,47.2, ,95, ,61, ,83, ,41.8, ,3.4, ,50.4, 
187,Black Point,North Coast Valleys,Feb 2022,2.81, ,0.19,K,361,K,7.8,K,65.4,K,33.4,K,49.0, ,90, ,42, ,67,K,37.8,K,4.3, ,49.9, 
187,Black Point,North Coast Valleys,Mar 2022,4.10,K,0.91, ,443,K,9.6, ,67.7,K,38.1, ,52.9,K,91, ,47, ,70,K,43.1,K,5.2,K,53.2, 
187,Black Point,North Coast Valleys,Apr 2022,5.53,K,0.94, ,576,K,9.9, ,69.7,K,39.8, ,55.0,K,89,K,46,K,67,K,44.0,K,6.2,K,57.8, 
187,Black Point,North Coast Valleys,May 2022,7.25,K,0.00, ,675,K,10.6,K,76.5,K,44.5,K,60.6,K,87,K,38,K,59,K,45.6,K,6.5,K,64.3,K
187,Black Point,North Coast Valleys,Jun 2022,7.57,K,0.04, ,693,K,13.0,K,83.1,K,50.4,K,66.0,K,88,K,38,K,60,K,51.3,K,5.7, ,71.7,K
187,Black Point,North Coast Valleys,Jul 2022,7.11, ,0.00, ,673,K,14.4,K,81.2, ,51.9,K,64.1, ,91, ,47, ,71,K,54.3,K,5.5, ,74.7, 
187,Black Point,North Coast Valleys,Aug 2022,6.54, ,0.01, ,606,K,15.2, ,84.6, ,51.3, ,65.9, ,92, ,44, ,70, ,55.8, ,4.7, ,76.1,K
187,Black Point,North Coast Valleys,Sep 2022,5.23,K,0.67,K,481, ,14.5,K,85.7,K,51.4,K,66.7,K,91,K,39,K,68,L,54.4,L,4.6, ,74.3,L
187,Black Point,North Coast Valleys,Oct 2022,3.64, ,0.00, ,359, ,11.9, ,75.8, ,44.1, ,58.4, ,92, ,46, ,71, ,48.8, ,4.1,K,66.6, 
187,Black Point,North Coast Valleys,Nov 2022,2.11, ,0.64, ,260, ,7.8, ,63.3, ,31.7, ,47.0, ,93, ,43, ,71, ,37.8, ,3.8,K,54.3, 
187,Black Point,North Coast Valleys,Dec 2022,1.08, ,8.13,K,157, ,9.1,K,54.9,K,35.8,K,45.3,K,95, ,69, ,86,L,40.9,L,3.9,K,50.0, 
189,Owens Lake South,Bishop,Jan 2022,,N,0.00, ,280, ,3.9, ,53.5, ,17.5,K,35.2, ,85, ,29, ,57, ,20.9, ,4.2, ,38.8, 
189,Owens Lake South,Bishop,Feb 2022,,N,0.00, ,392,K,3.1, ,61.2, ,21.5,K,41.8,K,63, ,15, ,34,K,15.4,K,7.1, ,40.4, 
189,Owens Lake South,Bishop,Mar 2022,,N,0.02, ,505,K,3.9, ,70.4, ,33.3,K,52.9,K,58, ,12, ,28,K,19.9,K,9.1, ,46.1, 
189,Owens Lake South,Bishop,Apr 2022,,N,0.01, ,614,K,3.7, ,78.9, ,36.9,K,60.5, ,50, ,8, ,20, ,19.2, ,8.3, ,54.6, 
189,Owens Lake South,Bishop,May 2022,,N,0.00, ,693,K,4.1,K,85.7,K,44.0,K,67.4,K,44, ,8, ,18,K,21.9,K,8.0, ,60.7,K
189,Owens Lake South,Bishop,Jun 2022,,N,0.02, ,706,K,6.2,K,95.3,K,54.6,K,77.5,K,47,K,8,K,19,K,31.2,K,7.9, ,67.6,K
189,Owens Lake South,Bishop,Jul 2022,,N,0.31, ,678,K,8.9,K,101.5, ,61.9, ,83.8,K,48,K,12,K,21,L,39.3,L,7.9, ,73.6, 
189,Owens Lake South,Bishop,Aug 2022,,N,0.79, ,600, ,11.1,K,99.1,K,64.3,K,82.8,K,59,K,17,K,27,L,45.0,L,6.3, ,77.6, 
189,Owens Lake South,Bishop,Sep 2022,,N,0.33, ,499,K,9.3,K,92.4,K,56.4, ,74.6,K,61, ,16, ,27,L,38.7,L,6.5, ,74.4,K
189,Owens Lake South,Bishop,Oct 2022,,N,0.00, ,429,K,5.4, ,81.3, ,41.9, ,60.9, ,60, ,11, ,29, ,28.1, ,4.8, ,64.9, 
189,Owens Lake South,Bishop,Nov 2022,,N,0.08, ,312, ,3.7, ,59.3, ,23.6,K,41.3,K,68, ,20, ,42,K,19.0,K,6.6,K,51.1, 
189,Owens Lake South,Bishop,Dec 2022,,N,0.26, ,234, ,5.0,K,53.5, ,22.9,K,37.9,K,86,K,37,K,64,K,26.5,K,5.8, ,43.3, 
191,Pleasanton,San Francisco Bay,Jan 2022,1.85,K,0.09,K,244, ,8.8, ,63.0, ,36.6,K,48.0, ,99, ,48, ,77, ,40.7, ,2.4, ,48.5, 
191,Pleasanton,San Francisco Bay,Feb 2022,2.86,K,0.18,K,375,K,7.1,K,66.8, ,34.3,K,49.5, ,93, ,30, ,58,K,35.0,K,2.9, ,48.7, 
191,Pleasanton,San Francisco Bay,Mar 2022,4.17,K,0.72,K,452,K,8.9,K,69.5,K,40.7, ,54.1,K,96, ,35, ,62,K,40.9,K,3.4, ,55.3, 
191,Pleasanton,San Francisco Bay,Apr 2022,5.60,K,1.66,K,597,K,9.4, ,70.4,K,44.1, ,56.8,K,94, ,35, ,60,K,42.8,K,4.5,K,61.4, 
191,Pleasanton,San Francisco Bay,May 2022,7.16,K,0.02,K,703,K,10.2,K,75.4,K,47.4,L,61.2,L,91, ,34, ,56,L,44.8,L,4.6,K,66.1,K
191,Pleasanton,San Francisco Bay,Jun 2022,7.68, ,0.18,K,714,K,12.1,K,84.8, ,52.8,K,68.8, ,91, ,29, ,51,K,49.3,K,4.3, ,71.5, 
191,Pleasanton,San Francisco Bay,Jul 2022,7.71, ,0.18,K,699,K,13.8,K,86.0,K,55.0,K,68.6, ,94, ,32, ,59,K,53.0,K,4.2, ,73.1,K
191,Pleasanton,San Francisco Bay,Aug 2022,7.08,K,0.36,K,609,K,14.4,K,89.3, ,56.0,K,70.9,K,96,K,28,K,57,K,54.2,K,3.9,K,73.6,K
191,Pleasanton,San Francisco Bay,Sep 2022,5.32,K,0.81, ,462, ,13.3, ,88.1,K,55.9,K,71.0,K,92, ,29, ,56,L,52.3,L,3.4,K,71.7,K
191,Pleasanton,San Francisco Bay,Oct 2022,3.71, ,0.22, ,365, ,12.1, ,79.9, ,48.0, ,61.5, ,97, ,35, ,64, ,49.1, ,2.8, ,65.2, 
191,Pleasanton,San Francisco Bay,Nov 2022,2.10, ,2.20,K,262, ,7.7, ,63.8,K,35.8, ,48.2,K,97, ,36, ,66,K,37.2,K,2.8,K,51.5, 
191,Pleasanton,San Francisco Bay,Dec 2022,1.06,K,11.34,K,150, ,9.3,K,56.5,K,37.6,K,46.0,K,99, ,63, ,86,L,41.6,L,3.2,K,46.6, 
192,Lake Arrowhead,San Bernardino,Jan 2022,2.04, ,0.14,K,301,K,3.8, ,50.3, ,23.8, ,36.0, ,77, ,29, ,52, ,19.2, ,3.6, ,33.9, 
192,Lake Arrowhead,San Bernardino,Feb 2022,2.73, ,0.01,K,387,K,3.1, ,50.1,K,22.0,K,36.5,K,67, ,27, ,44,K,14.6,K,5.0,K,33.9, 
192,Lake Arrowhead,San Bernardino,Mar 2022,4.47,K,2.70,K,501,K,4.6,K,57.3, ,29.0,K,42.9,K,79, ,28, ,50,K,24.3,K,5.2,K,38.3, 
192,Lake Arrowhead,San Bernardino,Apr 2022,5.76, ,0.95,K,653,K,5.5, ,61.4, ,31.7,K,47.2, ,80, ,29, ,51, ,28.8, ,4.9, ,46.8, 
192,Lake Arrowhead,San Bernardino,May 2022,7.11, ,2.00,K,733,K,6.5,K,68.3, ,35.7,K,52.8, ,80, ,25, ,48,K,32.9,K,4.4, ,53.0, 
192,Lake Arrowhead,San Bernardino,Jun 2022,7.81,K,1.20,K,769,K,8.7,K,77.0, ,44.9,K,62.6, ,77, ,24, ,45,K,40.3,K,4.6,K,59.0, 
192,Lake Arrowhead,San Bernardino,Jul 2022,7.95, ,2.02, ,706,K,11.0, ,79.8, ,52.0,K,67.4, ,76, ,30, ,48, ,46.4, ,4.8, ,61.2, 
192,Lake Arrowhead,San Bernardino,Aug 2022,7.14, ,1.98,K,636, ,12.3, ,82.7,K,53.2, ,68.4, ,82, ,32, ,52, ,49.8, ,4.0, ,63.1, 
192,Lake Arrowhead,San Bernardino,Sep 2022,4.98,K,3.43,K,512,K,12.0,K,76.6,K,48.2, ,62.0, ,91, ,37, ,63,K,48.7,K,3.9, ,60.8, 
192,Lake Arrowhead,San Bernardino,Oct 2022,3.53, ,1.55,K,400, ,8.2, ,68.9, ,37.4, ,51.5, ,90, ,32, ,61, ,37.9, ,3.0, ,53.4, 
192,Lake Arrowhead,San Bernardino,Nov 2022,2.14,K,5.83,K,318,K,4.4,K,51.2, ,25.0,K,37.2,K,83, ,35, ,57,K,22.2,K,4.4,K,40.1,K
192,Lake Arrowhead,San Bernardino,Dec 2022,1.37,K,3.58,K,225, ,5.4, ,48.5, ,25.5, ,35.8, ,93, ,50, ,74, ,27.9, ,4.3,K,36.6, 
193,Pacific Grove,Monterey Bay,Jan 2022,1.92, ,0.07,K,260,K,10.8, ,61.2, ,43.2, ,52.2, ,94, ,63, ,81, ,46.2, ,3.9, ,55.9, 
193,Pacific Grove,Monterey Bay,Feb 2022,2.61,K,0.12, ,377,K,9.6,K,61.1,K,42.9,K,51.6,K,90, ,54, ,74,K,43.3,K,5.2,K,56.1, 
193,Pacific Grove,Monterey Bay,Mar 2022,3.20,K,0.82, ,423,K,11.3, ,57.2, ,44.6,K,51.5, ,95, ,75, ,87, ,47.7, ,5.8,K,58.0, 
193,Pacific Grove,Monterey Bay,Apr 2022,4.39,K,1.00, ,580,K,11.4,K,57.7,K,46.0,K,52.3,L,93,K,73,K,85,L,47.8,L,5.6,K,60.4, 
193,Pacific Grove,Monterey Bay,May 2022,5.06, ,0.02, ,648,K,11.9,K,57.7, ,47.4,K,52.6,K,95,K,78,K,88,K,49.0,K,7.2,K,61.9, 
193,Pacific Grove,Monterey Bay,Jun 2022,4.92,K,0.06,K,633,K,13.6, ,60.6,L,50.7,K,55.6,K,98,K,81,K,91,K,52.8,K,6.3, ,64.1,K
193,Pacific Grove,Monterey Bay,Jul 2022,3.96,K,0.06,K,480, ,14.9,K,61.4,L,53.9,L,57.1,L,99,K,86,K,93,L,55.1,L,5.8,K,65.0, 
193,Pacific Grove,Monterey Bay,Aug 2022,3.87,K,0.11,K,476, ,15.7, ,62.8, ,54.2, ,58.6, ,98, ,87, ,93, ,56.6, ,4.9,K,66.1, 
193,Pacific Grove,Monterey Bay,Sep 2022,3.53, ,1.00, ,439, ,16.2, ,64.8, ,54.9, ,60.0, ,98, ,83, ,91, ,57.5, ,5.3, ,66.3, 
193,Pacific Grove,Monterey Bay,Oct 2022,2.08, ,0.06, ,265, ,14.0, ,61.3,K,50.6,K,56.2, ,98, ,81, ,91, ,53.4, ,4.7,K,64.0, 
193,Pacific Grove,Monterey Bay,Nov 2022,2.11,K,2.33,K,281,K,9.9,K,59.2,K,42.1,K,51.0,K,93,K,57,K,78,K,44.2,K,4.4,K,58.2,K
193,Pacific Grove,Monterey Bay,Dec 2022,1.30, ,8.07, ,182, ,11.0,K,57.7, ,44.2,K,50.8,K,95, ,72, ,86,K,46.8,K,5.1,K,55.5, 
194,Oakdale,San Joaquin Valley,Jan 2022,1.59, ,0.06, ,235, ,9.5, ,60.7, ,35.7, ,46.8, ,99, ,62, ,86, ,42.9, ,3.0, ,49.4, 
194,Oakdale,San Joaquin Valley,Feb 2022,2.66, ,0.02, ,356,K,7.9,K,66.3,K,33.3,K,49.0,K,94, ,37, ,65,K,37.8,K,4.0, ,49.7, 
194,Oakdale,San Joaquin Valley,Mar 2022,4.05, ,0.62, ,433,K,10.0, ,71.2,K,41.1,K,55.3,K,93, ,40, ,66,K,44.1,K,4.7,K,54.0, 
194,Oakdale,San Joaquin Valley,Apr 2022,5.42,K,0.36, ,560,K,10.6, ,72.7,K,44.0, ,58.1,K,91, ,41, ,64,K,45.6,K,5.4, ,57.6, 
194,Oakdale,San Joaquin Valley,May 2022,6.78,K,0.00, ,677,K,12.0, ,79.4,K,48.4,K,64.1,K,86, ,37, ,58,K,48.8,K,3.5,K,61.9,K
194,Oakdale,San Joaquin Valley,Jun 2022,7.51,K,0.00, ,678,K,14.7,K,88.0, ,56.3,K,72.4,K,81, ,35, ,54,K,54.5,K,4.3,K,68.3, 
194,Oakdale,San Joaquin Valley,Jul 2022,8.31, ,0.00, ,684, ,16.4, ,90.9,K,59.1, ,74.7,K,80, ,38, ,56,K,57.7,K,5.5, ,71.5, 
194,Oakdale,San Joaquin Valley,Aug 2022,7.14, ,0.00, ,578, ,17.3,K,92.0, ,60.2,K,75.2, ,84, ,37, ,58,K,59.4,K,5.1, ,72.1, 
194,Oakdale,San Joaquin Valley,Sep 2022,5.26,K,0.07, ,459, ,16.2,K,89.1,K,59.2,K,72.8,K,83, ,38, ,60,L,57.1,L,4.1, ,70.1, 
194,Oakdale,San Joaquin Valley,Oct 2022,3.70, ,0.00, ,365, ,13.4, ,81.0, ,49.0,K,63.2, ,91, ,40, ,66, ,51.7, ,3.8, ,63.9, 
194,Oakdale,San Joaquin Valley,Nov 2022,1.73, ,1.31, ,243, ,8.5, ,63.0, ,34.8, ,47.0, ,97, ,48, ,77, ,40.2, ,3.0, ,52.2,K
194,Oakdale,San Joaquin Valley,Dec 2022,0.78, ,8.05, ,138, ,9.4,K,53.7,K,37.4,K,44.9, ,99, ,75, ,92,L,42.2,L,4.1,K,48.0, 
195,Auburn,Sierra Foothill,Jan 2022,1.81, ,0.42, ,223, ,7.8, ,60.6, ,40.7, ,49.1, ,87, ,46, ,66, ,37.8, ,3.1, ,49.8, 
195,Auburn,Sierra Foothill,Feb 2022,2.89, ,0.13, ,359,K,6.6,K,65.4, ,40.7,K,51.7,K,74, ,31, ,50,K,33.4,K,3.4, ,53.4, 
195,Auburn,Sierra Foothill,Mar 2022,4.16, ,1.16,K,427,K,8.7,K,69.6,K,45.9,K,57.0,K,80, ,35, ,55,K,40.1,K,3.2, ,58.7,K
195,Auburn,Sierra Foothill,Apr 2022,5.08, ,3.89,K,534,K,8.9, ,70.9,K,45.8,K,58.1,K,83, ,33, ,55,K,41.2,K,3.1, ,62.1,K
195,Auburn,Sierra Foothill,May 2022,7.03, ,0.09,K,643,K,9.4,K,79.8, ,51.0,K,65.4,K,70, ,25, ,45,K,42.3,K,3.3, ,68.5, 
195,Auburn,Sierra Foothill,Jun 2022,7.92, ,0.75, ,675,K,11.0,K,90.8, ,62.0, ,76.0, ,60, ,20, ,37,K,46.3,K,3.2, ,75.9, 
195,Auburn,Sierra Foothill,Jul 2022,8.55, ,0.02,K,690,K,12.1,K,96.7,K,65.0, ,80.2, ,58, ,19, ,36,K,49.0,K,3.0, ,82.5,K
195,Auburn,Sierra Foothill,Aug 2022,7.90, ,0.01, ,622,K,12.0,K,97.6, ,66.1, ,81.3, ,54, ,18, ,33,K,49.0,K,3.1, ,81.8,K
195,Auburn,Sierra Foothill,Sep 2022,5.69,K,0.83, ,471,K,12.0,K,90.6,K,65.1,K,76.5,K,61, ,26, ,42,K,49.0,K,3.2,K,76.7,K
195,Auburn,Sierra Foothill,Oct 2022,4.51, ,0.00, ,394,K,9.5, ,81.4, ,56.0, ,67.3, ,60, ,26, ,41, ,42.2, ,3.3, ,70.1, 
195,Auburn,Sierra Foothill,Nov 2022,1.68, ,2.97, ,218,K,7.3, ,60.5,K,40.6, ,49.0,K,82, ,42, ,62,K,36.1,K,3.0, ,57.3, 
195,Auburn,Sierra Foothill,Dec 2022,0.82,K,15.03, ,122, ,8.0,K,53.2,K,39.1,K,45.1, ,98,K,40,K,78,K,38.3,K,2.7, ,50.5, 
197,Palmdale,Los Angeles Basin,Jan 2022,2.50, ,0.00, ,291,K,5.3,K,61.6, ,28.1,K,44.0,K,81, ,27, ,53,K,27.6,K,5.1, ,42.8, 
197,Palmdale,Los Angeles Basin,Feb 2022,3.47, ,0.06,K,417,K,4.5, ,64.7, ,25.7,K,44.3,K,77, ,22, ,44,K,23.6,K,6.3,K,42.5,K
197,Palmdale,Los Angeles Basin,Mar 2022,5.55, ,0.13, ,524,K,7.0,K,71.9, ,36.0, ,54.7,K,77, ,27, ,46,L,33.4,L,7.3,K,48.3, 
197,Palmdale,Los Angeles Basin,Apr 2022,7.63, ,0.08, ,657,K,9.3,K,80.1,L,44.0,K,63.1,K,76, ,27, ,47,K,41.5,K,8.7,K,55.8, 
197,Palmdale,Los Angeles Basin,May 2022,9.08,K,0.00, ,736,K,9.8, ,86.1,L,51.1,K,68.6, ,70, ,24, ,41, ,43.3, ,8.5,K,59.8, 
197,Palmdale,Los Angeles Basin,Jun 2022,9.10, ,0.43, ,735,K,12.6,K,93.9,L,58.3,K,77.2, ,67, ,24, ,40,K,50.1,K,6.9, ,65.7, 
197,Palmdale,Los Angeles Basin,Jul 2022,10.09,K,0.00, ,717,K,15.3,K,101.0,L,68.0,K,84.5,K,59,K,26,K,37,L,54.4,L,7.2, ,69.0, 
197,Palmdale,Los Angeles Basin,Aug 2022,9.03,K,0.00, ,639,K,17.6,K,103.9,L,68.3,K,85.7,K,65,K,26,K,40,L,57.8,L,6.2,K,70.9, 
197,Palmdale,Los Angeles Basin,Sep 2022,5.92, ,0.90, ,481, ,15.5,K,93.2, ,59.6,K,76.1,K,77, ,32, ,47,L,53.5,L,5.3, ,69.0, 
197,Palmdale,Los Angeles Basin,Oct 2022,4.47, ,0.03, ,423, ,10.5,K,82.8, ,46.8,K,63.9,K,78, ,29, ,49,K,44.1,K,4.8, ,62.1, 
197,Palmdale,Los Angeles Basin,Nov 2022,3.17, ,0.38, ,330, ,4.9, ,62.8,K,28.7,K,45.3,K,75, ,23, ,46,K,24.6,K,7.0,K,49.3, 
